Provider,TotalClaims,TotalInpatientClaims,TotalOutpatientClaims,TotalReimbursed,AvgReimbursed,TotalDeductible,AvgDeductible,UniqueBeneficiaries,UniqueAttendingPhysicians,AvgPatientAge,AvgHospitalStay,MostCommonState,Sum_ChronicCond_Alzheimer,Sum_ChronicCond_Heartfailure,Sum_ChronicCond_KidneyDisease,Sum_ChronicCond_Cancer,Sum_ChronicCond_ObstrPulmonary,Sum_ChronicCond_Depression,Sum_ChronicCond_Diabetes,Sum_ChronicCond_IschemicHeart,Sum_ChronicCond_Osteoporasis,Sum_ChronicCond_rheumatoidarthritis,Sum_ChronicCond_stroke,PotentialFraud
PRV51849,146,3,143,50620,346.71232876712327,3784.0,25.91780821917808,111,51,74.73287671232876,3,6,68,80,34,19,42,55,103,102,44,36,11,0
PRV51851,472,53,419,669490,1418.4110169491526,55618.0,118.33617021276596,336,7,72.47669491525424,53,6,200,260,189,74,143,181,319,360,135,167,47,1
PRV51852,19,0,19,7740,407.36842105263156,60.0,3.1578947368421053,18,11,76.47368421052632,0,6,10,12,5,4,4,7,14,14,4,4,0,0
PRV51855,120,16,104,145170,1209.75,17288.0,144.06666666666666,92,33,70.59166666666667,16,32,51,70,40,12,34,46,75,88,26,40,4,0
PRV51856,117,0,117,31500,269.2307692307692,300.0,2.5641025641025643,107,57,71.6068376068376,0,6,51,62,38,18,38,43,76,78,28,37,12,0
PRV51857,57,26,31,383490,6727.894736842105,26700.0,476.7857142857143,47,24,70.59649122807018,26,6,25,34,25,13,32,23,40,45,26,21,3,1
PRV51858,61,0,61,14380,235.7377049180328,200.0,3.278688524590164,59,19,72.31147540983606,0,6,25,33,21,10,21,24,39,43,15,18,6,0
PRV51859,65,0,65,15500,238.46153846153845,160.0,2.4615384615384617,60,16,74.1076923076923,0,6,14,38,20,10,22,23,44,49,21,24,5,0
PRV51860,776,4,772,244610,315.21907216494844,5612.0,7.231958762886598,351,8,75.31572164948453,4,6,295,447,283,139,209,278,530,563,241,225,62,0
PRV51861,21,0,21,2760,131.42857142857142,0.0,0.0,20,11,75.14285714285714,0,6,11,14,6,4,5,5,13,14,6,5,3,0
PRV51862,20,8,12,92870,4643.5,8554.0,427.7,20,17,73.2,8,6,8,10,8,6,6,10,12,14,6,4,0,0
PRV51863,73,19,54,286700,3927.3972602739727,18186.0,256.14084507042253,66,46,73.42465753424658,19,6,33,49,36,12,27,35,54,63,29,21,15,0
PRV51864,133,6,127,91090,684.8872180451128,6738.0,50.661654135338345,75,13,72.74436090225564,6,6,59,60,41,18,46,51,91,95,36,46,15,0
PRV51865,28,0,28,11670,416.7857142857143,0.0,0.0,27,11,74.64285714285714,0,6,10,14,5,3,9,6,20,22,7,8,1,0
PRV51867,102,0,102,32130,315.0,300.0,2.9411764705882355,97,65,73.54901960784314,0,6,37,49,48,14,36,38,69,62,28,32,10,0
PRV51868,144,100,44,1099710,7636.875,101510.0,730.2877697841726,123,35,71.92361111111111,100,6,59,92,66,23,55,67,107,115,49,41,13,1
PRV51869,21,2,19,26480,1260.952380952381,2206.0,105.04761904761905,21,11,72.9047619047619,2,6,8,11,7,4,7,4,16,15,6,6,2,0
PRV51870,55,0,55,19290,350.72727272727275,60.0,1.0909090909090908,54,26,71.92727272727272,0,6,20,28,18,9,17,17,29,38,15,18,4,0
PRV51871,30,0,30,5920,197.33333333333334,20.0,0.6666666666666666,29,17,74.43333333333334,0,6,15,16,14,4,12,11,21,23,9,10,1,0
PRV51872,24,0,24,8840,368.3333333333333,110.0,4.583333333333333,23,19,76.41666666666667,0,6,10,11,8,2,8,7,14,15,12,5,1,0
PRV51873,144,26,118,341480,2371.3888888888887,28248.0,196.16666666666666,130,69,72.47222222222223,26,6,54,78,55,21,40,47,97,93,41,57,8,1
PRV51874,44,0,44,11290,256.59090909090907,70.0,1.5909090909090908,42,12,74.31818181818181,0,6,17,26,23,6,12,20,34,32,14,15,6,0
PRV51875,1,0,1,50,50.0,0.0,0.0,1,1,73.0,0,6,0,1,0,0,0,0,1,1,0,0,0,0
PRV51876,61,18,43,242320,3972.4590163934427,18336.0,305.6,57,38,74.24590163934427,18,6,27,37,31,13,22,25,41,41,17,16,7,1
PRV51877,4,0,4,290,72.5,0.0,0.0,4,2,74.25,0,6,1,2,3,0,1,2,3,2,3,0,0,0
PRV51878,12,0,12,3110,259.1666666666667,90.0,7.5,12,11,72.75,0,6,4,8,8,0,5,5,9,9,2,6,3,0
PRV51879,105,0,105,40710,387.7142857142857,370.0,3.5238095238095237,36,2,73.23809523809524,0,6,47,62,36,10,32,38,56,80,19,28,21,0
PRV51884,44,5,39,84530,1921.1363636363637,5400.0,122.72727272727273,44,17,74.81818181818181,5,6,14,22,16,4,11,16,27,29,12,6,8,0
PRV51885,85,0,85,25670,302.0,120.0,1.411764705882353,49,11,74.43529411764706,0,6,49,55,40,20,19,24,49,75,39,27,6,0
PRV51886,18,0,18,2160,120.0,50.0,2.7777777777777777,5,2,70.33333333333333,0,6,7,4,6,10,0,10,17,11,6,6,0,0
PRV51887,2,0,2,120,60.0,40.0,20.0,2,1,70.5,0,6,0,1,0,1,1,1,2,1,0,1,0,0
PRV51888,5,0,5,640,128.0,100.0,20.0,5,4,68.4,0,6,2,3,1,0,0,1,1,2,0,1,1,0
PRV51889,4,0,4,170,42.5,0.0,0.0,1,2,77.25,0,6,0,4,0,0,0,0,4,4,0,0,0,0
PRV51890,21,1,20,14510,690.952380952381,1128.0,53.714285714285715,18,7,71.0,1,6,10,17,9,3,9,10,14,17,1,9,2,0
PRV51891,3,0,3,480,160.0,0.0,0.0,3,3,66.66666666666667,0,6,2,2,2,1,1,2,2,3,1,2,0,0
PRV51892,5,0,5,750,150.0,0.0,0.0,5,2,59.8,0,6,2,3,2,0,2,2,3,5,0,2,0,0
PRV51894,20,0,20,9210,460.5,0.0,0.0,20,11,75.35,0,6,9,11,10,3,6,7,15,13,6,9,2,0
PRV51895,18,0,18,3730,207.22222222222223,200.0,11.11111111111111,8,6,70.16666666666667,0,6,7,12,11,0,9,7,16,12,3,6,0,0
PRV51896,5,0,5,530,106.0,0.0,0.0,4,3,66.8,0,6,2,3,2,0,1,0,3,3,3,3,0,0
PRV51897,65,0,65,10930,168.15384615384616,190.0,2.923076923076923,38,12,74.92307692307692,0,6,18,36,21,6,34,33,52,59,24,22,5,0
PRV51898,59,1,58,12520,212.20338983050848,1068.0,18.10169491525424,49,17,75.38983050847457,1,6,26,30,24,12,22,27,42,38,16,22,7,0
PRV51899,23,0,23,5500,239.1304347826087,0.0,0.0,16,4,75.08695652173913,0,6,6,11,11,2,8,9,11,13,11,9,0,0
PRV51901,7,0,7,3600,514.2857142857143,0.0,0.0,7,6,76.57142857142857,0,6,3,3,3,1,2,2,3,6,2,1,2,0
PRV51902,4,0,4,1300,325.0,0.0,0.0,1,2,76.0,0,28,4,0,0,0,0,4,0,0,4,0,0,0
PRV51905,257,0,257,82540,321.16731517509726,670.0,2.6070038910505837,85,1,72.09338521400778,0,6,105,115,110,23,84,101,183,196,71,71,8,0
PRV51906,22,0,22,2730,124.0909090909091,0.0,0.0,8,1,70.04545454545455,0,6,3,11,8,0,3,7,14,20,13,1,0,0
PRV51908,22,0,22,14270,648.6363636363636,160.0,7.2727272727272725,22,2,71.5,0,6,5,13,9,4,9,7,13,18,4,6,2,0
PRV51909,16,0,16,3460,216.25,0.0,0.0,16,6,76.4375,0,6,7,6,4,2,6,4,11,11,4,6,1,0
PRV51910,82,0,82,27950,340.8536585365854,120.0,1.4634146341463414,49,3,67.95121951219512,0,6,34,54,21,8,26,36,49,60,33,20,4,0
PRV51911,93,0,93,25540,274.6236559139785,210.0,2.2580645161290325,56,2,71.6236559139785,0,6,41,53,19,15,23,30,54,74,32,30,6,0
PRV51913,1,0,1,70,70.0,0.0,0.0,1,1,76.0,0,6,1,0,1,0,1,0,0,1,0,1,1,0
PRV51914,11,0,11,1680,152.72727272727272,0.0,0.0,11,3,76.54545454545455,0,6,5,3,4,1,4,3,7,4,3,2,1,0
PRV51915,20,0,20,6170,308.5,0.0,0.0,16,3,76.05,0,6,8,9,7,3,8,7,12,13,8,6,0,0
PRV51916,43,0,43,7290,169.53488372093022,0.0,0.0,13,1,66.5813953488372,0,6,0,31,11,8,17,23,41,38,4,20,9,0
PRV51917,11,0,11,970,88.18181818181819,0.0,0.0,9,1,71.18181818181819,0,6,6,4,2,1,4,3,6,9,4,4,0,0
PRV51918,1,0,1,50,50.0,0.0,0.0,1,1,74.0,0,6,0,0,0,0,0,0,1,1,0,0,0,0
PRV51919,6,6,0,101000,16833.333333333332,6408.0,1068.0,6,3,68.83333333333333,6,6,2,5,5,0,4,1,4,4,3,3,0,0
PRV51920,18,9,9,100700,5594.444444444444,9712.0,539.5555555555555,18,3,69.83333333333333,9,6,5,13,9,3,5,7,12,13,4,3,3,1
PRV51921,70,0,70,19290,275.57142857142856,170.0,2.4285714285714284,24,1,78.02857142857142,0,6,33,23,33,15,9,34,40,65,15,22,1,0
PRV51922,24,0,24,5090,212.08333333333334,100.0,4.166666666666667,11,7,68.29166666666667,0,6,13,13,12,6,10,6,22,17,11,7,2,0
PRV51923,9,0,9,1040,115.55555555555556,100.0,11.11111111111111,7,2,71.0,0,6,4,4,4,0,3,4,5,6,5,2,0,0
PRV51924,50,0,50,15710,314.2,100.0,2.0,25,6,70.82,0,6,19,33,25,10,18,18,41,35,22,20,5,0
PRV51925,4,0,4,1960,490.0,0.0,0.0,3,1,75.5,0,6,0,2,0,2,2,2,2,4,2,3,0,0
PRV51926,32,0,32,13870,433.4375,140.0,4.375,30,5,75.625,0,6,12,20,11,8,9,14,24,25,12,10,4,0
PRV51927,6,5,1,64050,10675.0,5340.0,890.0,6,2,76.33333333333333,5,6,3,5,4,1,5,3,6,4,0,2,1,0
PRV51928,30,0,30,7140,238.0,50.0,1.6666666666666667,30,9,74.1,0,33,15,19,16,4,8,16,22,24,11,8,7,0
PRV51929,111,8,103,106630,960.6306306306307,9064.0,81.65765765765765,109,40,73.68468468468468,8,5,47,69,51,18,27,40,89,91,30,32,6,0
PRV51930,6,0,6,1010,168.33333333333334,0.0,0.0,6,4,79.83333333333333,0,7,3,2,2,1,3,2,4,4,1,1,1,0
PRV51931,46,1,45,18430,400.6521739130435,1158.0,25.17391304347826,45,21,75.08695652173913,1,7,17,23,18,6,16,23,33,33,16,10,5,0
PRV51932,21,2,19,31970,1522.3809523809523,2216.0,105.52380952380952,21,8,75.33333333333333,2,7,10,15,10,1,8,12,15,20,6,6,0,0
PRV51933,57,0,57,14370,252.10526315789474,220.0,3.8596491228070176,56,44,75.14035087719299,0,7,18,31,22,7,15,23,37,42,17,23,3,0
PRV51934,111,0,111,27270,245.67567567567568,550.0,4.954954954954955,111,18,73.65765765765765,0,10,53,69,48,14,32,56,75,89,34,39,9,0
PRV51935,57,3,54,38280,671.578947368421,3304.0,57.96491228070175,55,39,75.17543859649123,3,10,17,35,24,6,25,21,37,47,17,17,6,0
PRV51936,20,0,20,4770,238.5,60.0,3.0,20,18,71.6,0,7,7,10,11,3,9,10,15,13,6,5,4,0
PRV51937,90,0,90,18270,203.0,160.0,1.7777777777777777,87,45,74.36666666666666,0,7,34,54,33,10,18,33,68,71,28,23,14,0
PRV51938,106,2,104,42020,396.41509433962267,2296.0,21.660377358490567,95,3,73.59433962264151,2,7,34,59,47,13,31,52,72,80,31,33,13,0
PRV51940,251,193,58,1992270,7937.330677290836,200864.0,816.520325203252,227,21,73.84462151394422,193,7,114,165,147,36,109,133,190,209,85,74,34,1
PRV51941,27,2,25,17990,666.2962962962963,2176.0,80.5925925925926,27,20,75.55555555555556,2,10,8,17,10,3,9,15,16,20,11,7,3,0
PRV51942,53,0,53,11880,224.1509433962264,50.0,0.9433962264150944,52,31,74.58490566037736,0,7,24,32,16,10,15,25,35,38,17,17,3,0
PRV51943,89,1,88,28970,325.5056179775281,1268.0,14.247191011235955,85,58,75.5505617977528,1,10,34,54,38,6,27,31,68,64,25,25,11,0
PRV51944,124,5,119,96100,775.0,5620.0,45.32258064516129,111,49,73.93548387096774,5,7,53,77,55,21,42,52,92,87,39,46,8,0
PRV51946,91,23,68,201370,2212.8571428571427,24684.0,271.25274725274727,89,54,72.49450549450549,23,33,41,53,42,12,30,49,63,76,26,27,13,0
PRV51947,28,1,27,24090,860.3571428571429,1208.0,43.142857142857146,27,20,72.96428571428571,1,7,10,16,14,8,10,9,20,26,9,11,3,0
PRV51948,515,143,372,1519950,2951.359223300971,149482.0,292.52837573385517,354,8,75.10873786407767,143,7,218,319,215,55,147,207,384,423,149,165,57,1
PRV51949,71,19,52,260140,3663.943661971831,20412.0,287.49295774647885,68,20,75.91549295774648,19,33,31,44,26,14,20,25,55,59,22,24,5,0
PRV51950,69,3,66,45770,663.3333333333334,2166.0,31.852941176470587,68,16,75.65217391304348,3,7,28,39,27,11,20,23,46,52,20,18,8,0
PRV51951,102,48,54,473010,4637.35294117647,51464.0,504.54901960784315,87,41,73.65686274509804,48,7,56,77,51,18,45,50,73,86,23,46,12,1
PRV51952,19,0,19,2470,130.0,260.0,13.68421052631579,19,7,73.52631578947368,0,7,6,11,8,5,6,6,12,12,7,5,0,0
PRV51954,643,23,620,450930,701.2908242612752,24966.0,38.88785046728972,577,183,72.77293934681182,23,10,226,371,230,83,194,283,435,463,193,175,47,0
PRV51956,14,2,12,24110,1722.142857142857,2236.0,159.71428571428572,14,9,69.0,2,7,3,5,2,2,4,8,11,11,5,4,1,0
PRV51957,79,24,55,210190,2660.6329113924053,24634.0,315.8205128205128,77,45,71.89873417721519,24,7,35,44,29,18,24,32,52,65,27,26,5,0
PRV51958,29,1,28,11000,379.3103448275862,1308.0,45.10344827586207,29,17,76.62068965517241,1,7,12,14,14,7,11,13,21,24,8,9,6,0
PRV51959,751,0,751,213350,284.08788282290277,2050.0,2.729693741677763,398,4,74.76431424766977,0,7,275,431,279,91,192,325,491,538,227,211,77,0
PRV51960,48,21,27,266640,5555.0,22468.0,468.0833333333333,45,6,74.35416666666667,21,7,22,31,23,9,18,27,38,43,18,10,10,0
PRV51961,159,0,159,46610,293.1446540880503,250.0,1.5723270440251573,137,2,75.62264150943396,0,7,50,86,71,20,52,73,104,107,45,45,21,0
PRV51963,54,0,54,13630,252.40740740740742,330.0,6.111111111111111,48,1,76.25925925925925,0,7,16,33,19,4,19,23,34,39,22,12,3,0
PRV51964,17,0,17,2440,143.52941176470588,60.0,3.5294117647058822,17,2,74.88235294117646,0,7,6,10,7,1,3,7,12,14,5,7,2,0
PRV51965,19,0,19,2680,141.05263157894737,0.0,0.0,18,3,75.57894736842105,0,7,12,11,8,4,4,9,14,15,7,6,4,0
PRV51966,3,0,3,2450,816.6666666666666,0.0,0.0,3,2,80.66666666666667,0,7,1,2,0,1,2,0,3,2,1,0,0,0
PRV51967,57,0,57,16830,295.2631578947368,180.0,3.1578947368421053,53,4,77.40350877192982,0,7,17,28,21,5,12,23,44,41,16,21,3,0
PRV51968,1,0,1,90,90.0,0.0,0.0,1,1,41.0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
PRV51969,42,0,42,15450,367.85714285714283,80.0,1.9047619047619047,39,2,71.97619047619048,0,7,22,24,14,7,17,23,35,34,16,10,7,0
PRV51970,35,0,35,25410,726.0,20.0,0.5714285714285714,32,1,73.62857142857143,0,7,16,22,15,6,11,15,23,31,10,6,10,0
PRV51972,35,0,35,9460,270.2857142857143,70.0,2.0,34,3,75.22857142857143,0,7,13,16,12,4,9,12,22,23,11,11,2,0
PRV51973,74,0,74,19060,257.56756756756755,200.0,2.7027027027027026,63,2,76.02702702702703,0,7,30,46,33,3,27,36,59,57,26,28,10,0
PRV51974,4,0,4,710,177.5,50.0,12.5,4,2,65.0,0,7,3,3,0,1,2,0,3,3,2,0,1,0
PRV51976,7,7,0,61000,8714.285714285714,7476.0,1068.0,7,1,76.71428571428571,7,7,4,4,2,1,4,2,5,7,2,2,1,0
PRV51977,1,1,0,8000,8000.0,1068.0,1068.0,1,1,73.0,1,7,0,1,1,0,0,0,1,1,0,1,0,0
PRV51978,4,4,0,31000,7750.0,4272.0,1068.0,4,2,81.5,4,7,3,4,2,1,2,4,4,4,1,2,0,0
PRV51979,13,13,0,136000,10461.538461538461,13884.0,1068.0,12,1,81.23076923076923,13,7,6,12,10,2,4,7,8,13,6,5,6,1
PRV51981,5,5,0,18000,3600.0,5340.0,1068.0,5,2,75.0,5,7,3,4,3,0,4,4,4,5,3,3,1,0
PRV51983,40,0,40,7050,176.25,280.0,7.0,39,25,75.775,0,8,13,27,20,8,11,16,32,33,13,11,1,0
PRV51984,525,0,525,160780,306.247619047619,1420.0,2.704761904761905,337,34,73.50857142857143,0,31,198,306,233,77,162,224,369,421,139,145,60,0
PRV51987,2,0,2,30,15.0,0.0,0.0,2,2,80.0,0,8,1,1,0,2,0,0,2,2,1,0,0,0
PRV51988,37,0,37,12230,330.5405405405405,190.0,5.135135135135135,32,2,72.89189189189189,0,8,15,24,13,3,8,20,28,34,13,10,3,0
PRV51989,18,0,18,4060,225.55555555555554,0.0,0.0,18,1,71.05555555555556,0,8,8,8,5,1,3,7,12,14,5,8,1,0
PRV51990,89,0,89,18690,210.0,160.0,1.797752808988764,49,4,73.04494382022472,0,8,47,46,24,16,20,31,45,60,24,18,6,0
PRV51991,31,0,31,9570,308.7096774193548,0.0,0.0,30,2,74.2258064516129,0,8,15,22,12,3,11,16,21,23,8,12,5,0
PRV51992,61,0,61,10790,176.88524590163934,190.0,3.1147540983606556,54,2,74.06557377049181,0,8,13,36,23,6,16,19,37,46,14,21,5,0
PRV51993,2,0,2,230,115.0,0.0,0.0,2,1,72.0,0,8,0,1,1,0,1,1,1,1,1,0,0,0
PRV51994,33,0,33,11780,356.969696969697,30.0,0.9090909090909091,31,4,71.0,0,8,14,23,14,4,7,13,21,28,9,11,3,0
PRV51995,20,0,20,9700,485.0,0.0,0.0,20,2,72.9,0,8,6,11,7,0,5,9,15,15,4,3,1,0
PRV51996,41,0,41,10070,245.609756097561,180.0,4.390243902439025,38,4,75.36585365853658,0,8,13,23,18,2,6,17,29,32,8,14,3,0
PRV51998,28,0,28,5360,191.42857142857142,180.0,6.428571428571429,28,2,73.67857142857143,0,8,6,17,10,3,7,9,21,24,6,10,1,0
PRV51999,17,0,17,2660,156.47058823529412,0.0,0.0,17,3,77.05882352941177,0,8,7,6,6,2,3,5,13,12,5,6,0,0
PRV52001,1177,0,1177,320620,272.4044180118946,2850.0,2.421410365335599,744,13,72.20560747663552,0,21,446,677,432,185,351,505,816,894,332,382,78,0
PRV52002,188,24,164,343260,1825.8510638297873,25284.0,135.20855614973263,180,107,72.93617021276596,24,34,79,105,79,31,50,99,133,145,46,59,10,1
PRV52003,154,77,77,806950,5239.935064935065,82426.0,535.2337662337662,144,51,74.65584415584415,77,9,76,100,87,22,70,76,120,129,38,48,25,0
PRV52004,47,0,47,15680,333.6170212765957,190.0,4.042553191489362,41,1,73.2127659574468,0,21,14,29,19,7,14,20,37,36,12,15,5,0
PRV52007,18,0,18,1910,106.11111111111111,40.0,2.2222222222222223,18,2,68.66666666666667,0,9,3,9,4,0,6,8,10,14,6,4,0,0
PRV52008,25,0,25,4830,193.2,100.0,4.0,24,3,72.76,0,9,10,9,9,4,6,10,17,20,9,7,1,0
PRV52009,35,0,35,5770,164.85714285714286,200.0,5.714285714285714,33,4,75.17142857142858,0,9,16,21,11,9,11,17,25,29,7,15,4,0
PRV52010,7,0,7,1400,200.0,0.0,0.0,7,3,81.28571428571429,0,21,4,4,5,1,3,0,6,6,1,3,0,0
PRV52011,26,0,26,7070,271.9230769230769,0.0,0.0,23,8,70.84615384615384,0,9,8,17,11,9,7,14,15,17,13,11,1,0
PRV52012,1,1,0,8000,8000.0,1068.0,1068.0,1,1,94.0,1,21,0,1,1,0,0,1,1,1,1,0,1,0
PRV52013,62,0,62,14210,229.19354838709677,200.0,3.225806451612903,56,15,75.37096774193549,0,10,30,34,25,8,19,21,45,48,22,18,5,0
PRV52014,351,0,351,93890,267.4928774928775,950.0,2.7065527065527064,299,113,72.47863247863248,0,8,134,192,131,53,96,153,254,265,109,104,31,0
PRV52017,280,23,257,304770,1088.4642857142858,23248.0,83.62589928057554,262,48,73.2,23,10,103,163,122,47,89,124,199,216,91,106,32,0
PRV52019,1961,516,1445,5996050,3057.6491585925546,539426.0,277.05495634309193,1734,643,72.96481387047425,516,10,860,1186,885,271,719,861,1417,1527,622,640,218,1
PRV52020,606,92,514,1164820,1922.145214521452,97360.0,161.19205298013244,577,93,73.7128712871287,92,22,245,358,244,93,197,281,434,472,190,196,55,1
PRV52021,613,181,432,1951850,3184.094616639478,193530.0,316.22549019607845,570,128,73.90538336052202,181,10,267,371,277,80,218,276,454,465,216,222,81,1
PRV52022,66,0,66,17770,269.24242424242425,70.0,1.0606060606060606,66,21,72.77272727272727,0,7,25,42,31,12,25,31,49,45,17,21,9,0
PRV52024,2,0,2,2100,1050.0,30.0,15.0,2,1,79.0,0,22,1,2,1,1,1,2,1,2,1,0,1,0
PRV52025,119,0,119,35190,295.7142857142857,290.0,2.436974789915966,117,42,70.84033613445378,0,10,47,75,51,20,34,55,87,93,41,40,11,0
PRV52026,24,0,24,6960,290.0,0.0,0.0,23,11,69.33333333333333,0,22,13,14,11,6,8,9,18,17,8,6,5,0
PRV52027,181,46,135,402620,2224.4198895027625,48430.0,269.05555555555554,179,89,72.14364640883979,46,10,75,105,84,24,53,77,126,134,53,62,17,0
PRV52028,18,4,14,69530,3862.777777777778,4442.0,246.77777777777777,18,9,71.0,4,10,8,11,10,1,6,9,14,13,4,4,0,0
PRV52029,168,11,157,166610,991.7261904761905,12148.0,72.30952380952381,159,63,73.4047619047619,11,10,78,103,67,28,69,75,122,124,43,59,15,0
PRV52030,2275,4,2271,681360,299.4989010989011,9732.0,4.277802197802198,1179,20,73.78021978021978,4,10,907,1361,954,371,723,947,1618,1647,735,691,201,1
PRV52031,125,1,124,37770,302.16,1108.0,8.864,112,49,72.936,1,10,54,69,48,21,27,51,90,96,39,29,15,0
PRV52032,627,56,571,698640,1114.2583732057417,60340.0,96.38977635782747,568,103,74.14194577352472,56,33,272,378,250,109,194,262,461,476,192,178,61,1
PRV52037,171,0,171,52660,307.953216374269,320.0,1.871345029239766,159,86,72.02923976608187,0,10,66,102,63,19,72,72,125,130,50,41,14,0
PRV52038,259,22,237,240630,929.073359073359,23618.0,91.54263565891473,217,85,73.03088803088804,22,1,99,145,111,43,86,117,186,195,93,79,17,0
PRV52039,50,0,50,10170,203.4,0.0,0.0,46,9,70.22,0,10,18,34,15,9,14,22,35,40,14,18,3,0
PRV52041,1885,0,1885,604980,320.9442970822281,5490.0,2.9124668435013263,918,8,74.1183023872679,0,10,685,1117,702,261,620,767,1251,1445,617,535,178,1
PRV52042,52,1,51,27720,533.0769230769231,1068.0,20.53846153846154,50,16,74.90384615384616,1,10,20,32,18,6,20,27,34,31,18,16,9,0
PRV52044,79,43,36,408830,5175.06329113924,45924.0,581.3164556962025,75,39,75.46835443037975,43,10,34,54,37,18,35,30,61,60,27,27,16,0
PRV52045,243,46,197,577030,2374.6090534979426,49598.0,204.10699588477365,231,128,73.65020576131687,46,10,86,153,125,46,64,95,172,180,78,79,28,1
PRV52046,101,0,101,28190,279.1089108910891,290.0,2.871287128712871,98,42,76.00990099009901,0,22,51,62,50,24,34,36,78,82,28,22,15,0
PRV52047,24,15,9,148550,6189.583333333333,16020.0,667.5,21,3,68.125,15,10,16,20,12,2,11,12,19,17,14,14,4,0
PRV52048,108,0,108,38820,359.44444444444446,250.0,2.314814814814815,98,65,74.0925925925926,0,10,47,72,54,20,33,45,83,83,39,44,9,0
PRV52049,192,0,192,55850,290.8854166666667,690.0,3.59375,189,75,73.390625,0,10,72,121,75,26,73,80,135,147,58,62,19,0
PRV52051,89,0,89,35290,396.5168539325843,120.0,1.348314606741573,88,41,71.51685393258427,0,10,39,50,34,14,20,37,66,58,29,24,4,0
PRV52052,58,5,53,48580,837.5862068965517,5430.0,93.62068965517241,56,12,71.48275862068965,5,10,30,35,19,15,15,21,41,39,14,14,6,0
PRV52054,240,0,240,78490,327.0416666666667,670.0,2.7916666666666665,232,121,74.625,0,10,90,148,85,29,73,97,163,174,73,73,20,0
PRV52055,203,0,203,51010,251.2807881773399,640.0,3.1527093596059115,148,35,73.09852216748769,0,10,93,117,78,35,54,84,128,153,63,54,25,0
PRV52056,60,0,60,17280,288.0,490.0,8.166666666666666,52,13,73.61666666666666,0,10,30,38,24,12,21,31,40,46,10,7,6,0
PRV52057,185,10,175,173770,939.2972972972973,9962.0,54.141304347826086,164,48,71.82702702702703,10,34,62,101,66,26,44,74,133,143,51,45,15,0
PRV52058,204,0,204,55450,271.8137254901961,610.0,2.9901960784313726,199,70,73.31372549019608,0,10,87,108,92,30,76,90,149,154,61,53,22,0
PRV52059,1287,13,1274,540810,420.2097902097902,17854.0,13.872571872571873,430,17,74.21756021756022,13,10,552,784,546,215,371,555,947,990,366,405,111,1
PRV52061,131,0,131,31790,242.67175572519085,330.0,2.519083969465649,121,50,72.98473282442748,0,10,50,67,52,22,47,62,84,94,45,52,10,0
PRV52062,184,0,184,56860,309.0217391304348,240.0,1.3043478260869565,181,70,74.10326086956522,0,10,76,117,80,30,76,75,136,141,50,75,15,0
PRV52063,792,88,704,1116210,1409.3560606060605,93488.0,118.33924050632912,728,142,73.14520202020202,88,10,338,455,331,106,255,332,559,615,259,240,90,0
PRV52064,2844,38,2806,1119680,393.69901547116734,47956.0,16.868097080548715,1536,65,73.07524613220816,38,10,1125,1675,1111,436,849,1249,1968,2207,872,882,248,1
PRV52065,325,116,209,1250280,3847.0153846153844,123470.0,381.08024691358025,316,131,73.76615384615384,116,10,129,206,174,44,116,163,243,252,116,108,51,1
PRV52066,1455,0,1455,386530,265.65635738831617,4350.0,2.9896907216494846,630,3,73.68522336769759,0,10,610,921,637,252,458,687,1011,1060,540,501,139,1
PRV52068,48,0,48,13080,272.5,420.0,8.75,48,25,75.64583333333333,0,33,18,18,13,9,10,17,27,32,13,14,2,0
PRV52069,88,0,88,22280,253.1818181818182,280.0,3.1818181818181817,84,42,75.07954545454545,0,10,38,62,37,13,31,41,71,75,24,40,11,0
PRV52071,749,0,749,259850,346.92923898531376,1960.0,2.616822429906542,328,29,73.69425901201602,0,10,325,461,335,92,232,307,515,581,260,230,76,0
PRV52072,132,41,91,421030,3189.621212121212,40604.0,314.7596899224806,124,47,73.63636363636364,41,10,53,79,56,30,45,55,91,104,45,36,12,0
PRV52073,64,28,36,359250,5613.28125,29904.0,467.25,63,14,74.09375,28,10,23,45,35,14,22,30,46,57,21,16,9,0
PRV52074,141,11,130,161600,1146.099290780142,11918.0,84.52482269503547,134,49,72.40425531914893,11,10,49,79,53,21,48,56,94,103,33,45,10,0
PRV52075,5,0,5,1220,244.0,0.0,0.0,5,4,62.0,0,10,1,2,1,1,1,1,2,5,1,1,0,0
PRV52076,221,56,165,554060,2507.0588235294117,59050.0,268.40909090909093,199,96,74.1131221719457,56,10,92,144,98,46,78,109,159,171,66,82,19,0
PRV52077,1156,104,1052,1364150,1180.060553633218,112534.0,97.43203463203463,695,12,74.71020761245674,104,10,492,663,511,197,367,481,819,851,379,339,98,1
PRV52079,33,7,26,45100,1366.6666666666667,7476.0,226.54545454545453,31,22,72.60606060606061,7,10,16,19,11,3,15,17,26,23,12,18,3,0
PRV52081,24,3,21,28270,1177.9166666666667,3204.0,133.5,24,17,76.04166666666667,3,10,11,16,11,2,6,7,14,22,7,3,4,0
PRV52082,8,0,8,880,110.0,0.0,0.0,8,5,80.375,0,10,5,5,4,0,5,3,6,7,6,0,0,0
